Well_ID,Lat,Lon,Depth,Drink,Si,P,S,Ca,Fe,Ba,Na,Mg,K,Mn,As,Sr,F,Cl,SO4,Br
1735,23.782433,90.630383,60,Y,,,,,,,,,,,,,,,,
1741,23.78235,90.6305,45,Y,43091.96,0.06952,4585.76,33409.09,0.9994,66.35,16.31688,21.15,3010.77,1.83,14.09,119.46,0.1013,30.4146,11.9733,0.0272
1742,23.78155,90.630267,45,Y,,,,,,,,,,,,,,,,
1748,23.780983,90.630817,60,Y,,,,,,,,,,,,,,,,
1762,23.780383,90.631117,37,Y,48008.13,0.57658,6243.79,69951.05,1.87777,102.04,42.90256,31.65,3717.74,2.11,98.69,279.25,0.2114,82.7876,15.7474,0.036
1764,23.78195,90.631167,45,Y,39111.85,2.32224,-26.31,34453.31,4.3606,73.3,10.57001,13.08,7179.06,0.84,143.58,172.36,0.2504,10.8163,0.173,0.0233
1766,23.781867,90.631683,45,N,36151.7,1.87966,-24.92,36356.06,5.8656,66.75,15.39124,13.04,2941.22,0.56,209.25,157.57,0.2564,12.1388,0.1595,0.0153
1768,23.782817,90.632033,60,N,,,,,,,,,,,,,0.311,12.2352,0.1616,0.0165
1775,23.78195,90.631483,45,Y,36918.54,1.9071,289.62,58589.99,8.08448,123.61,26.89008,25.43,3978.44,0.94,241.98,237.6,0.2871,48.4149,0.6873,0.0334
1780,23.7814,90.632333,55,N,36415.34,1.37016,9.95,51427.39,6.77264,86,22.51727,20.86,3755.85,0.73,213.9,213.57,0.2647,46.9463,0.6627,0.027
1790,23.780833,90.631667,45,N,,,,,,,,,,,,,,,,
1794,23.779867,90.632783,60,Y,,,,,,,,,,,,,,,,
1795,23.779867,90.632417,45,Y,,,,,,,,,,,,,,,,
1800,23.7786,90.631067,60,Y,,,,,,,,,,,,,,,,
1806,23.77895,90.6347,135,N,40398.54,1.30054,-29.56,58860.33,9.58168,111.52,20.26992,18.25,3328.11,0.83,192.99,235.74,0.2199,17.1293,0.138,0.0368
1809,23.779283,90.63365,45,Y,43593.56,0.97463,1086.07,60649.89,1.87754,66.77,26.6829,17.77,3310.65,1.12,228.95,248.16,0.2688,24.946,2.5333,0.0279
1815,23.779033,90.631217,45,Y,,,,,,,,,,,,,,,,
1817,23.778933,90.63045,45,Y,,,,,,,,,,,,,,,,
1827,23.777183,90.631133,45,Y,,,,,,,,,,,,,,,,
1836,23.7771,90.632717,60,Y,37042.85,1.85692,-31.3,49722.78,8.57953,108.56,14.99651,16.71,3307.32,1.06,182.19,225.37,0.2454,18.0821,0.1502,0.011
1837,23.776567,90.632033,45,Y,40679.12,2.04783,-35.41,36971.77,7.45463,91.36,12.18399,14.18,3051.69,0.66,116.81,171.68,0.2397,9.9669,0.1393,0.0138
1856,23.774333,90.636433,60,N,,,,,,,,,,,,,,,,
1857,23.7747,90.6364,75,Y,39679.89,1.79618,-0.43,47937.9,10.71702,103.43,12.04734,17.52,3484.67,0.83,184.11,225.6,0.1737,11.6903,0.1314,0.0229
1868,23.7752,90.6308,75,Y,,,,,,,,,,,,,,,,
1872,23.77495,90.63175,85,N,36037.59,3.21622,24.09,68483.55,5.94375,102.01,16.26112,17.48,4539.03,1.19,473.34,300.24,0.3642,27.486,0.1777,0.0273
1901,23.772733,90.6342,45,Y,,,,,,,,,,,,,,,,
1912,23.77235,90.629767,90,N,46175.8,1.0358,5372.4,57760.15,7.00183,116,22.1058,21.15,3683.06,1.02,135.89,245.83,0.0881,50.8829,13.9104,0.0213
1915,23.771983,90.629833,30,Y,45432.57,0.2919,1679.38,75813.28,3.45364,87.43,34.09465,31.92,3977.11,1.27,90.02,318.21,0.1394,48.3568,3.8972,0.0356
1919,23.7717,90.629483,90,N,,,,,,,,,,,,,,,,
1921,23.771167,90.629617,45,Y,,,,,,,,,,,,,,,,
1934,23.770017,90.626333,45,Y,,,,,,,,,,,,,,,,
1937,23.77015,90.627333,45,Y,,,,,,,,,,,,,,,,
1991,23.769983,90.627667,45,N,41633.33,0.88389,10696.58,33790.14,16.30465,176.81,39.58121,22.14,11671.49,1.12,56.93,134.8,0.1307,50.99,27.7696,0.0348
1996,23.770317,90.62785,35,Y,,,,,,,,,,,,,0.1062,88.3542,36.2969,0.0378
2009,23.7683,90.62865,45,Y,,,,,,,,,,,,,0.0902,20.5654,5.2605,0.0125
2010,23.768167,90.629517,45,N,,,,,,,,,,,,,,,,
2011,23.768517,90.62925,185,Y,,,,,,,,,,,,,,,,
2026,23.765967,90.62765,45,Y,,,,,,,,,,,,,0.0991,31.9523,5.1872,0.0455
2027,23.766433,90.627217,40,Y,32439.3,0.70894,2438.11,29501.23,14.89784,120.52,22.51287,22.99,3394.08,0.56,12.23,94.24,0.1202,48.8773,6.3177,0.0216
2037,23.768517,90.627367,60,N,,,,,,,,,,,,,,,,
2038,23.76865,90.626567,45,N,39154.66,0.97009,-41.39,28240.31,8.53036,87.62,13.574,19.04,5148.59,1.28,32.72,117.95,0.1089,12.2568,0.1672,0.0092
2039,23.768933,90.626767,45,Y,,,,,,,,,,,,,,,,
2042,23.769067,90.626367,75,Y,40496.03,1.26098,-17.23,52187.02,5.70148,86.75,14.3448,23.57,3357.47,1.44,169.51,225.77,0.1768,31.481,0.1531,0.039
2049,23.77075,90.624033,60,N,,,,,,,,,,,,,,,,
2050,23.769833,90.623867,60,N,,,,,,,,,,,,,,,,
2055,23.769467,90.623833,60,Y,44897.13,0.26279,9.18,12840.62,0.19805,20.01,105.31806,5.6,1518.45,0.25,0.09,101.73,0.6712,59.6248,0.1858,0.2064
2062,23.76875,90.622267,30,Y,42670.87,0.15032,14878.43,43026.72,3.78072,81.09,38.31747,23.27,3439.35,1.49,29.6,160.11,0.1219,64.3745,39.1761,0.0335
2071,23.768333,90.6224,90,Y,,,,,,,,,,,,,,,,
2073,23.768217,90.62175,45,N,49230.01,0.45199,9833.16,52772.95,12.93109,95.43,23.74711,27.15,7848.76,2.45,87.29,207.81,0.0777,68.6489,25.5985,0.0538
2092,23.766483,90.622083,45,Y,35025.77,0.03966,11359.53,47895.92,1.25937,135.28,42.32197,30.87,33013.49,0.29,0.66,165.47,0.1345,69.1154,29.2687,0.0458
2104,23.7682,90.62095,60,Y,43307.78,0.50785,9956.67,43217.2,12.52296,87.52,21.66915,19.01,5046.03,2.01,107.17,200.04,0.1329,49.124,26.2995,0.0422
2108,23.769167,90.620267,45,Y,43054.76,0.50428,1378.33,43203.79,11.86787,56.83,14.86164,20.04,2940.5,2.4,172.07,168.68,0.1275,32.8755,3.4333,0.0254
2114,23.768733,90.619133,45,Y,,,,,,,,,,,,,,,,
2116,23.769,90.620033,45,Y,,,,,,,,,,,,,,,,
2134,23.771733,90.62435,60,Y,,,,,,,,,,,,,,,,
2137,23.772067,90.625017,60,Y,,,,,,,,,,,,,,,,
2141,23.773133,90.626283,60,Y,29686.67,1.03936,1800.15,36759.86,11.90248,108.86,17.5863,17.01,2546.22,1.45,12.37,133.1,0.0762,16.4093,4.4271,0.0158
2144,23.762217,90.616583,75,Y,,,,,,,,,,,,,,,,
2145,23.762183,90.61675,50,Y,,,,,,,,,,,,,,,,
2146,23.76035,90.616933,45,Y,,,,,,,,,,,,,,,,
2160,23.755483,90.614617,75,N,,,,,,,,,,,,,,,,
2163,23.756267,90.614517,45,Y,,,,,,,,,,,,,,,,
2164,23.756167,90.614467,60,N,36502.69,1.09748,184.26,37538.18,9.10754,118.86,12.85978,12.83,3796.98,1.31,104.85,174.88,0.1235,12.8452,0.4121,0.0128
2170,23.75575,90.6143,200,Y,50635.03,0.07731,188.66,41628.29,0.65309,38.89,67.09456,20.82,1743.55,1.95,0.23,304.66,0.6896,22.3031,0.5829,0.1442
2178,23.757033,90.613533,60,Y,31149.37,0.04314,6829.19,31663.48,4.2299,105.81,26.97147,18.13,14381.1,0.72,6.48,80.99,0.6375,21.0082,0.5719,0.1466
2179,23.756917,90.613633,60,Y,37859.38,0.52748,51.5,32635.53,12.68905,168.29,22.11487,16,12582.19,0.75,26.66,139,0.1435,30.7762,0.1924,0.0893
2186,23.757933,90.6137,45,Y,,,,,,,,,,,,,,,,
2188,23.758183,90.613267,65,Y,,,,,,,,,,,,,,,,
2190,23.758183,90.613333,70,Y,,,,,,,,,,,,,,,,
2198,23.75875,90.613117,60,Y,35647.47,1.14243,-37.62,43623.88,8.7691,104.44,19.82695,17.96,3090.81,1.21,42.71,191.76,0.1121,27.8696,0.1606,0.0301
2203,23.760267,90.612267,60,Y,,,,,,,,,,,,,,,,
2205,23.760317,90.612217,45,Y,33734.49,0.25971,8175.56,34495.29,4.9631,114.46,29.40998,18.24,11149.54,1.13,15.81,129.9,0.1293,41.4526,21.2345,0.023
2208,23.758717,90.613017,45,Y,,,,,,,,,,,,,,,,
2221,23.754933,90.612267,523,N,,,,,,,,,,,,,,,,
2223,23.75505,90.6123,60,N,,,,,,,,,,,,,,,,
2228,23.7558,90.611367,45,Y,,,,,,,,,,,,,,,,
2229,23.7559,90.61135,45,Y,32669.13,1.02185,-3.46,30681.43,11.23072,82.43,10.65388,13.73,2956.44,2.03,91.5,152.59,0.1446,11.8091,0.1621,0.0137
2237,23.756033,90.61295,75,Y,41488.64,1.13785,6390.21,36530.44,16.75463,223.91,18.77171,18.93,14923.63,1.55,33.88,123.64,0.1006,34.1632,16.6556,0.0276
2243,23.755833,90.61245,0,N,,,,,,,,,,,,,,,,
2247,23.756183,90.611967,60,N,,,,,,,,,,,,,,,,
2252,23.7567,90.612333,204,Y,,,,,,,,,,,,,,,,
2255,23.756833,90.612617,58,Y,,,,,,,,,,,,,,,,
2270,23.756767,90.610067,45,N,38169.72,1.04105,7551.03,53219.85,9.51466,136.87,26.1602,22.39,4912.06,2.08,61.42,220.37,0.162,37.0904,19.5317,0.0307
2277,23.756117,90.609733,45,Y,,,,,,,,,,,,,,,,
2280,23.75635,90.609867,45,N,,,,,,,,,,,,,,,,
2285,23.756183,90.610517,45,N,32558.67,0.78005,412.64,25485.99,11.92895,80.33,12.41228,11.25,3627.2,2.81,67.46,132.56,0.1789,24.2589,1.004,0.0243
2286,23.756233,90.61045,45,N,,,,,,,,,,,,,,,,
2287,23.756233,90.610633,45,N,,,,,,,,,,,,,,,,
2288,23.7561,90.61035,70,Y,,,,,,,,,,,,,,,,
2289,23.75585,90.6106,0,N,,,,,,,,,,,,,,,,
2290,23.755917,90.610633,0,N,,,,,,,,,,,,,,,,
2292,23.756333,90.6111,60,Y,,,,,,,,,,,,,,,,
2301,23.798683,90.634633,52,Y,43796.66,1.06514,2842.85,47457.35,2.39047,70.28,11.47883,18.22,3119.58,1.47,192.31,195.19,0.2695,31.1486,7.2703,0.0351
2303,23.798883,90.6349,45,Y,46628.42,0.15516,3259.72,33406.96,1.5159,34.85,8.36451,12.22,2370.92,1.1,41.14,113.08,0.1743,16.5247,8.48,0.0161
2309,23.7995,90.634567,45,Y,,,,,,,,,,,,,,,,
2310,23.79975,90.6347,37,Y,45907.64,0.68466,2893.7,59637.73,6.14524,82.17,24.6612,29.46,3549.67,2.22,91.82,206.86,0.2094,40.4686,7.1056,0.0312
2312,23.799967,90.6347,45,Y,43953.14,0.17161,197.93,55330.33,0.91844,56.5,12.50686,20.99,3006.5,0.79,32.33,179.71,0.2038,24.2086,0.499,0.0549
2313,23.800333,90.6349,45,Y,51564.06,0.22954,22.2,60427.64,2.73147,105.91,16.28811,22.02,3503.19,1.75,54.4,220.54,0.1466,29.7014,0.2219,0.0472
2320,23.800933,90.63515,45,Y,42407.07,0.29174,101.87,47139.21,8.67506,135.1,25.5398,20.76,3603.51,2.02,107.99,165.4,0.2241,21.9395,0.2554,0.0516
2323,23.8014,90.635133,75,Y,,,,,,,,,,,,,,,,
2338,23.80285,90.635383,30,Y,,,,,,,,,,,,,,,,
2340,23.803017,90.636083,30,N,,,,,,,,,,,,,,,,
2347,23.79745,90.63395,50,Y,41747.7,0.18209,1733.39,41035.61,4.39521,50.69,10.9806,14.24,3262.4,2.02,39.01,157.72,0.0791,25.3689,4.7923,0.0228
2351,23.797733,90.63415,45,Y,,,,,,,,,,,,,,,,
2353,23.798117,90.6342,45,Y,41496.02,0.2311,3228.51,31189.09,7.83753,61.68,12.77415,19.04,2722.83,1.11,31.86,98.47,0.1204,26.3218,8.938,0.0387
2354,23.798183,90.63405,45,Y,44188.22,0.24531,3462.4,31050.27,2.32823,43.88,13.51762,18.54,2877.77,1.07,36.03,98.2,0.1629,25.5997,9.6216,0.0261
2360,23.760783,90.62525,60,Y,,,,,,,,,,,,,,,,
2363,23.760933,90.625917,45,Y,,,,,,,,,,,,,,,,
2368,23.761817,90.625833,45,Y,31087.71,0.38326,4119.56,35128.41,12.31994,100.28,20.6956,23.27,3588.52,1.25,18.41,135.86,0.1266,35.1617,11.5673,0.0423
2369,23.7618,90.626283,45,Y,39367.72,0.1854,2981.7,37776.9,8.88502,107.96,23.62261,21.18,5337.18,1.75,29.91,135.77,0.0765,51.9371,8.1689,0.0256
2383,23.760617,90.62655,45,Y,45307.08,0.07367,63.77,38806.46,5.8313,12.05,23.14917,14.18,1402.51,0.08,0.56,285.47,0.5709,8.5359,0.2705,0.0235
2390,23.76075,90.626933,45,Y,41179.57,0.17927,7442.38,45956.8,9.728,182.73,40.55156,35.94,16563.94,1.44,13.3,131.17,0.1176,65.2921,21.081,0.0551
2397,23.761267,90.6275,60,Y,35904.84,0.05336,7506.55,58185.63,2.02822,233.94,46.32637,32.68,16657.25,0.6,7.1,182.54,0.0868,99.6083,21.0984,0.0667
2573,23.786833,90.621367,45,N,,,,,,,,,,,,,,,,
2574,23.786733,90.621617,45,Y,38728.51,0.74404,688.08,67110.28,5.16339,80.49,14.89942,16.79,3839.09,2.68,439.69,283.41,0.2622,41.2904,1.6194,0.0362
2593,23.78725,90.626783,75,N,,,,,,,,,,,,,,,,
2595,23.7873,90.62635,90,N,,,,,,,,,,,,,,,,
2617,23.787933,90.62695,60,N,41068.18,0.86825,1540.92,54884.66,30.19223,175.21,27.27908,28.7,3451.59,1.8,95.05,259.15,0.1258,60.3397,3.7335,0.0365
2628,23.78865,90.6268,45,N,,,,,,,,,,,,,,,,
2635,23.78875,90.627617,30,,,,,,,,,,,,,,,,,
2653,23.79065,90.625333,45,Y,43278.69,0.28053,3687.04,54291.51,2.29089,85.52,41.43421,24.38,3886.22,2.33,79.28,191.96,0.1009,69.5697,10.1952,0.0408
2664,23.790817,90.626483,45,N,,,,,,,,,,,,,,,,
2671,23.790933,90.625917,45,N,44231.93,1.81985,37.03,43570.53,18.8936,157.74,12.57548,12.69,4874.63,1.83,156.57,193.76,0.2656,16.8169,0.1336,0.0221
2675,23.789917,90.626883,60,Y,,,,,,,,,,,,,,,,
2676,23.790617,90.627433,0,Y,,,,,,,,,,,,,,,,
2677,23.779633,90.624817,0,Y,,,,,,,,,,,,,,,,
2723,23.7743,90.622133,45,Y,,,,,,,,,,,,,,,,
2733,23.780333,90.6441,70,N,35299.04,1.82694,20.43,72903.44,9.83964,159.67,17.10308,20.2,4902.46,0.33,395.93,333.27,0.2005,26.4195,0.1287,0.0235
2739,23.7796,90.644483,70,N,,,,,,,,,,,,,,,,
2752,23.78475,90.61785,37,Y,,,,,,,,,,,,,,,,
2754,23.784267,90.61805,42,Y,42450.23,0.24568,4274.99,37310.81,1.38394,57.28,19.25118,16.59,3477.15,1.63,98.93,168.55,0.0991,21.4871,12.1005,0.0132
2755,23.784333,90.618383,0,Y,,,,,,,,,,,,,,,,
2756,23.78395,90.617833,60,Y,36131.18,0.09897,2895.29,36216.72,1.68901,51.58,18.11706,13.91,2750.43,1.72,29.07,116.1,0.1371,20.4566,8.0272,0.0165
2763,23.785033,90.618933,45,Y,43726.53,0.40494,164.88,45396.98,1.08067,53.57,16.94859,13.46,3322.25,1.27,137.77,179.1,0.1967,26.7951,0.4273,0.0281
2771,23.785867,90.620133,45,N,42938.73,1.07329,2630.88,41630.3,0.54079,50.03,15.90617,15.46,3199.52,1.75,164.23,169.78,0.2142,26.9133,7.2875,0.0228
2833,23.7578,90.616767,45,Y,,,,,,,,,,,,,,,,
2845,23.758167,90.6167,45,Y,44495.45,0.05372,6421.14,40049.52,0.54773,62.87,25.77513,17.07,4272.31,2.64,16.01,152.79,0.1216,54.0945,18.4434,0.0742
2846,23.758183,90.61585,60,N,,,,,,,,,,,,,,,,
2875,23.760083,90.61565,0,Y,,,,,,,,,,,,,,,,
2880,23.76085,90.615133,0,N,,,,,,,,,,,,,,,,
2888,23.761183,90.614517,57,Y,,,,,,,,,,,,,,,,
2899,23.761667,90.614567,75,Y,,,,,,,,,,,,,,,,
2900,23.761767,90.613917,45,Y,,,,,,,,,,,,,,,,
2917,23.78975,90.603883,120,Y,61740.85,0.21088,600.38,10258.07,12.17791,6.79,44.17081,5.66,1682.57,0.25,1.21,83.28,0.2965,26.4859,1.5414,0.1226
2927,23.7907,90.6057,150,Y,62394.59,0.05528,561.73,11022.71,-0.00034,17.87,46.28375,5.3,1266.8,0.35,0.11,89.86,,,,
2941,23.791467,90.606183,130,Y,,,,,,,,,,,,,,,,
2946,23.791683,90.60565,120,Y,,,,,,,,,,,,,,,,
2954,23.7917,90.605117,150,Y,,,,,,,,,,,,,,,,
3034,23.796267,90.602983,150,Y,,,,,,,,,,,,,,,,
3046,23.79365,90.602533,120,Y,,,,,,,,,,,,,,,,
3081,23.796017,90.602033,135,Y,,,,,,,,,,,,,,,,
3084,23.79675,90.601767,165,Y,40632.88,0.04797,1018.53,66621.68,-0.00368,197.77,18.99851,19.52,6939.09,0.37,0.03,586.98,0.3712,25.253,2.5302,0.0398
3091,23.797833,90.601133,125,Y,,,,,,,,,,,,,,,,
3105,23.8007,90.606183,0,Y,,,,,,,,,,,,,,,,
3144,23.797883,90.607383,0,Y,,,,,,,,,,,,,,,,
3146,23.797783,90.607533,60,Y,52189.57,2.08709,5920.89,70914.5,15.61251,232.08,30.44968,26.96,4156.94,0.48,43.54,338.33,0.1988,58.2378,16.0607,0.0903
3148,23.797517,90.607517,70,Y,41304.39,1.77807,1583.49,62827.16,11.08897,226.3,24.68696,22.99,3827.11,0.31,91.2,259.23,0.2564,45.196,3.9004,0.0382
3172,23.801067,90.606717,90,Y,47162.21,0.01596,420.94,16498.6,3.40901,53.11,47.40246,8.44,2064.1,0.57,0.1,133.63,0.3403,108.3354,1.1172,0.3961
3173,23.801,90.60595,120,Y,,,,,,,,,,,,,,,,
3178,23.801633,90.605667,105,Y,68725.59,0.09423,660.64,13416.59,5.59692,19.67,47.65829,7.94,1784.01,0.59,1.45,108.01,0.5333,59.669,1.7862,0.1736
3180,23.801817,90.607067,160,Y,,,,,,,,,,,,,,,,
3181,23.802233,90.606267,140,Y,,,,,,,,,,,,,,,,
3195,23.804133,90.605583,135,Y,58981.9,0.11864,558.8,11440.28,0.68808,9.06,33.95402,5.5,1711.96,0.19,0.74,85.07,0.425,14.1704,1.524,0.0366
3212,23.788867,90.61075,0,Y,,,,,,,,,,,,,,,,
3237,23.788883,90.6096,30,Y,31050.5,0.05244,3175.03,14217.53,3.48172,46.27,11.14431,8.24,13465.2,0.19,1.08,62.12,0.1875,17.8875,9.247,0.011
3292,23.789217,90.611183,30,Y,40739.31,0.29907,12173.75,56501.48,0.02184,293.44,47.46521,25.79,29687.54,0.42,1.42,235,0.0738,114.1565,34.2124,0.0669
3293,23.787917,90.6113,30,Y,,,,,,,,,,,,,,,,
3294,23.788083,90.611433,30,Y,38821.02,0.02798,20988.19,38553.37,1.16313,188.27,44.25255,24.73,33642.74,0.18,0.4,119.37,0.1586,82.5624,59.1832,0.0711
3303,23.788967,90.612383,30,Y,36352.79,0.02033,11643.95,31991.03,0.27466,233.51,38.0344,15.93,31151.51,3.22,0.46,188.95,0.0567,44.5639,33.2595,0.0326
3309,23.7892,90.612383,50,Y,,,,,,,,,,,,,,,,
3310,23.788483,90.61245,30,Y,,,,,,,,,,,,,,,,
3327,23.791033,90.611483,55,Y,,,,,,,,,,,,,,,,
3391,23.789917,90.615967,30,Y,,,,,,,,,,,,,,,,
3400,23.79075,90.614483,165,Y,44382.84,0.31899,478.88,19084.08,9.69038,42.91,47.28749,13.98,1441.18,1.06,1.55,187.23,0.4719,38.389,1.1783,0.0681
3401,23.790583,90.6148,165,Y,48009.18,0.09451,6904.55,31325.86,4.66096,47.9,35.57117,16.32,842.73,1.28,0.92,229.86,0.3452,25.0664,20.2864,0.0175
3407,23.792,90.614883,80,Y,,,,,,,,,,,,,,,,
3409,23.791967,90.6151,150,Y,,,,,,,,,,,,,,,,
3415,23.791217,90.615417,240,Y,,,,,,,,,,,,,,,,
3430,23.791717,90.61645,180,Y,42371.47,0.18786,1.48,14691.52,1.22343,20.05,43.0738,6.08,1197.31,0.5,0.29,111.44,0.925,35.339,0.1266,0.0627
3432,23.79185,90.6161,30,Y,,,,,,,,,,,,,,,,
3433,23.791733,90.61625,30,Y,,,,,,,,,,,,,,,,
3437,23.792467,90.616517,180,Y,23141.3,0.52121,-7.9,15933.7,2.27999,35.42,52.28908,7.75,2488.38,0.14,12.12,157.73,1.4921,109.2983,0.1358,0.6205
3443,23.792117,90.616317,45,Y,,,,,,,,,,,,,,,,
3470,23.782617,90.61345,30,Y,,,,,,,,,,,,,,,,
3500,23.781417,90.610617,45,N,44913.42,1.26189,93.92,50782.57,7.6755,108.25,25.09641,22.22,7493.6,3.1,283.26,238.69,0.1966,54.5785,0.226,0.0271
3501,23.781183,90.6101,55,N,,,,,,,,,,,,,,,,
3506,23.778017,90.601117,145,Y,40878.29,0.84422,12.99,5037.08,4.23254,29.97,61.29756,3.14,890.91,0.1,34.11,41.1,0.7024,38.5816,0.2059,0.0529
3508,23.778233,90.600383,160,Y,51771.54,0.13816,27.13,10356.08,0.03203,17.1,43.13136,4.77,951.01,0.01,0.16,82.5,0.4013,25.3753,0.1459,0.0411
3511,23.779283,90.60025,175,Y,44805.87,0.11757,8.49,20826.52,0.43022,41.5,42.73904,11.18,1039.04,1.74,14.73,163.09,0.5271,39.5021,0.1246,0.0822
3514,23.778583,90.599233,185,Y,,,,,,,,,,,,,,,,
3517,23.778017,90.599333,130,Y,,,,,,,,,,,,,,,,
3520,23.777633,90.600183,185,Y,42071.32,0.02436,41.79,8376.27,2.57144,44.89,47.02506,4.38,947.59,1.02,0.16,70.71,0.6078,11.0159,0.2894,0.022
3525,23.777317,90.600467,55,N,,,,,,,,,,,,,,,,
3531,23.77775,90.60065,120,Y,,,,,,,,,,,,,,,,
3533,23.778117,90.600717,105,Y,,,,,,,,,,,,,,,,
3536,23.778067,90.600617,200,Y,49457.82,0.13737,149.23,10420.48,6.29909,5.63,48.12147,5.18,1301.84,0.43,11.87,70.11,0.6644,18.7123,0.3705,0.027
3543,23.7776,90.599217,45,N,27328.83,1.27155,4296.98,24954.77,5.55724,96.93,50.49349,9.32,4886.8,0.68,307.35,144.99,0.4984,51.415,11.4623,0.0628
3544,23.777183,90.597933,35,Y,,,,,,,,,,,,,,,,
3547,23.778667,90.5984,60,N,36313.47,1.70507,13200.04,25286.98,7.9557,135.33,72.87067,16.85,5893.97,0.43,143.95,212.61,0.2886,106.6496,33.7418,0.1089
3558,23.77715,90.598,140,Y,48439.9,0.40186,25.06,7711.72,2.58312,13.56,46.13495,4.9,993.05,0.08,6.03,67.24,0.5378,24.0559,0.1534,0.0485
3564,23.776883,90.598183,150,Y,42821.04,1.12165,-6.15,3640.86,1.5271,7.79,45.05057,2.49,646.29,0.02,8.39,36.71,0.3395,12.2915,0.1306,0.0209
3565,23.777233,90.597767,35,N,,,,,,,,,,,,,,,,
3569,23.7766,90.59885,60,Y,,,,,,,,,,,,,,,,
3582,23.777133,90.597617,130,Y,,,,,,,,,,,,,,,,
3583,23.776933,90.59725,105,Y,,,,,,,,,,,,,,,,
3584,23.776783,90.59695,135,Y,28547.42,1.36685,-1.9,4319.94,1.85441,12.35,46.04787,3.39,997.59,0.05,8.05,58.64,0.5079,21.3625,0.1293,0.0706
3585,23.776967,90.597267,175,Y,,,,,,,,,,,,,,,,
3591,23.776467,90.597117,135,Y,,,,,,,,,,,,,,,,
3607,23.774483,90.592983,50,Y,43255.81,0.43714,257.27,56885.2,2.47236,72.98,20.59146,17.57,3754.91,1.5,422.07,246.21,0.356,19.7589,0.14,0.0469
3608,23.77415,90.593067,45,Y,41430.7,0.33889,27.17,52743.17,4.12528,73.48,21.13392,18.53,3659.05,1.7,304.69,240.61,0.3238,23.6358,0.1587,0.0467
3610,23.773817,90.594117,60,N,47832.61,1.28081,2514.72,59863.96,3.31555,94.41,35.10167,26.16,3858.73,1.66,334.51,255.63,0.252,41.5804,6.6107,0.0307
3613,23.774233,90.593783,65,Y,42187.72,1.5108,877.11,32656.78,8.17765,82.91,15.33129,16.16,3088.03,0.69,54.25,114.8,0.1416,,2.2354,0.0193
3624,23.774033,90.594217,60,Y,40920.05,0.50741,516.32,52661.22,1.71768,78.98,15.1302,20,3196.16,1.85,368.9,226.78,0.2829,9.3598,1.2673,0.0158
3633,23.773033,90.592433,75,Y,41473.39,0.43842,364.13,50699.43,4.67593,79.1,16.82115,15.22,3357.51,2.33,309.92,205.5,0.3205,14.3618,0.394,0.0225
3642,23.771783,90.591833,96,Y,,,,,,,,,,,,,,,,
3646,23.773167,90.59085,70,N,30520.74,1.29952,14113.2,56910.44,14.60408,270.25,49.56872,35.27,31596.37,1.4,420.61,419.29,0.2433,90.1466,38.0392,0.1306
3652,23.773567,90.590467,45,N,28384.25,1.50584,3321.24,49767.94,9.94565,258.47,48.3059,30.48,20802.82,1.25,269.63,236.17,0.4489,77.8141,8.0878,0.1127
3661,23.7727,90.593717,45,N,38473.78,1.36702,4.03,37149.54,10.80291,100.92,19.18529,17.54,2882.39,0.44,71.34,136.39,0.2085,22.18,0.1498,0.0211
3666,23.772617,90.593017,55,N,36297.76,0.83079,51.49,47801.49,24.74602,129.08,36.58383,22.68,3622.24,1.32,150.25,183.24,0.2235,43.3985,0.1325,0.0486
3671,23.7712,90.59185,85,N,,,,,,,,,,,,,,,,
3679,23.771733,90.590733,60,N,,,,,,,,,,,,,,,,
3680,23.771433,90.591767,60,N,33257.55,1.48625,204.14,41969.8,9.16442,126.5,24.32272,26.46,9444.62,2.23,202.48,232.22,0.3037,24.5569,0.587,0.044
3684,23.771617,90.590867,60,N,36339.13,0.8565,6.63,43071.59,12.27226,94.22,25.00635,20.57,9228.99,1.6,127.31,312.9,0.0959,15.3042,0.1272,0.0508
3700,23.771,90.58965,45,N,37348.78,1.16158,2659.91,32462.66,23.14466,121.65,18.74916,19.69,4447.87,1.75,45.63,165.15,0.1,19.3034,7.1935,0.0454
3706,23.77105,90.590667,130,Y,,,,,,,,,,,,,,,,
3709,23.77145,90.5909,75,Y,,,,,,,,,,,,,0.1177,49.5265,0.6321,0.0724
3711,23.7705,90.58765,150,N,12712.91,0.69601,190.12,15380.08,1.68832,14.13,47.30402,33.05,15522.74,0.04,13.97,213.62,0.2072,47.5497,0.2297,0.0496
3724,23.768367,90.593867,75,Y,43792.16,0.30764,2531.9,33705.25,4.19605,61.51,22.16908,15.79,3990.59,1.92,128.71,143.01,0.1147,15.8713,6.9333,0.0337
3726,23.76785,90.59385,75,Y,49639.19,0.19958,874.82,37827.09,1.34763,57.68,13.87433,15.93,3980.27,1.93,119.51,124.61,0.1947,15.1368,2.2482,0.0222
3732,23.768617,90.593767,70,Y,,,,,,,,,,,,,,,,
